architecture,dataset,seed,path,sha256,file_size_mb
CalibNet,NFFA,789,extracted_dataset/downloaded_models/NFFA/CalibNet/CalibNet_seed789.pth,b0c751471247b5ddeb914e40fe4468daadb25367ae5c52d3e3d1bc1af39d0fe8,0.34370899200439453
CalibNet,NFFA,1024,extracted_dataset/downloaded_models/NFFA/CalibNet/CalibNet_seed1024.pth,35d5790eff2af9277386c5acbe58b9913b7a3b3d41d1645f0fbb606a693d8dce,0.34384632110595703
ConvNextTinyRegression,Biofilms,42,extracted_dataset/downloaded_models/Biofilms/ConvNextTinyRegression/ConvNextTinyRegression_seed42.pth,c80353ac2d126ad7f181d1257d24d1caed13104249fabfcf6d2d556e94909bb4,106.19005870819092
ConvNextTinyRegression,Biofilms,123,extracted_dataset/downloaded_models/Biofilms/ConvNextTinyRegression/ConvNextTinyRegression_seed123.pth,83afd4c8c50e24d5b570e04df3bf5bcb2b49ad9a818984cc6b4593cb6514df5d,106.1902379989624
ConvNextTinyRegression,Biofilms,456,extracted_dataset/downloaded_models/Biofilms/ConvNextTinyRegression/ConvNextTinyRegression_seed456.pth,aba5201146d7c0dcdfb87101887c5f628c9a507e4bd26d5a45ab2481d2aded26,106.1902379989624
ConvNextTinyRegression,Biofilms,789,extracted_dataset/downloaded_models/Biofilms/ConvNextTinyRegression/ConvNextTinyRegression_seed789.pth,f482e32cbda6e3d61569a1567dfed709f5324991fd573143df35bf2fb1d6573b,106.1902379989624
ConvNextTinyRegression,Biofilms,1024,extracted_dataset/downloaded_models/Biofilms/ConvNextTinyRegression/ConvNextTinyRegression_seed1024.pth,75c0f262a889f6b29d0fc5af8e77a08f6af240367217f9057d84505bf03a041c,106.19041728973389
ConvNextTinyRegression,EPFL,42,extracted_dataset/downloaded_models/EPFL/ConvNextTinyRegression/ConvNextTinyRegression_seed42.pth,db06740481105a332b2f7302f0233957f455acdeb9e7d9ca68453d3e2d24b2eb,106.19005870819092
ConvNextTinyRegression,EPFL,123,extracted_dataset/downloaded_models/EPFL/ConvNextTinyRegression/ConvNextTinyRegression_seed123.pth,16a2b4a17b220ad96d7c7525cf37916b7817daf366d1ce3e93bf896803db9004,106.1902379989624
ConvNextTinyRegression,EPFL,456,extracted_dataset/downloaded_models/EPFL/ConvNextTinyRegression/ConvNextTinyRegression_seed456.pth,71d4ad86ce19077b21eb3cf39ffc505fc97e0da6a5c5e72d8a55396fec6a4b6f,106.1902379989624
ConvNextTinyRegression,EPFL,789,extracted_dataset/downloaded_models/EPFL/ConvNextTinyRegression/ConvNextTinyRegression_seed789.pth,4632fc28293192c9e14ccf2285c72ba705334d19adb8fcabd4d88ab4bd0e4e75,106.1902379989624
ConvNextTinyRegression,EPFL,1024,extracted_dataset/downloaded_models/EPFL/ConvNextTinyRegression/ConvNextTinyRegression_seed1024.pth,ef2723153169bebdf0463d54fb672057c2a2f418d9492b5aa7df7d6e10415606,106.19041728973389
ConvNextTinyRegression,NFFA,42,extracted_dataset/downloaded_models/NFFA/ConvNextTinyRegression/ConvNextTinyRegression_seed42.pth,956318e16da9b55387f71cebbf0165f72c3eb3a5c8c33233774e75000e6fcbc2,106.19005870819092
ConvNextTinyRegression,NFFA,123,extracted_dataset/downloaded_models/NFFA/ConvNextTinyRegression/ConvNextTinyRegression_seed123.pth,48a3b4d158d00e4e035011d7745edf6063f1f71e7935728cc80bbceb8aee70a2,106.1902379989624
ConvNextTinyRegression,NFFA,456,extracted_dataset/downloaded_models/NFFA/ConvNextTinyRegression/ConvNextTinyRegression_seed456.pth,917be0287519dacaca3c96cfa42be691ee39429deba7bd214959634117cd5fea,106.1902379989624
ConvNextTinyRegression,NFFA,789,extracted_dataset/downloaded_models/NFFA/ConvNextTinyRegression/ConvNextTinyRegression_seed789.pth,a86734a418fc86696213c21eff2d39643493d315a3501de45bc1969dc6b1eb31,106.1902379989624
ConvNextTinyRegression,NFFA,1024,extracted_dataset/downloaded_models/NFFA/ConvNextTinyRegression/ConvNextTinyRegression_seed1024.pth,0b5919a70a03151ea7c0819cfb840e2bb437e3cc5d1a6934c81f05336f3b90e5,106.19041728973389
